,url,title,company_name,loc,details
17,https://sa.jooble.org/away/-5614908822343380490,Recruitment Manager,Neom City,Saudi Arabia,"<p><b> Role Purpose </b><p><ul><li> Oversee and manage Talent Acquisition and Onboarding for NEOM </li></ul></p><p><b> KEY ACCOUNTABILITIES &amp; ACTIVITIES </b></p><p><b> Key Responsibilities </b></p><p><ul><li> Lead a team of recruitment and onboarding professionals </li><li> Develop, drive, and execute the recruitment strategies that support all NEOM sectors </li><li> Drive innovative onboarding strategies, and ensure best-in-class service for NEOM </li><li> Work closely with NEOM leaders to drive diverse, new thinking recruitment practices and strategies </li><li> Provide innovative, scalable solutions to drive hiring in order to meet NEOM business objectives </li><li> Interact and build successful relationships with key business leaders and serve as a primary source of recruitment and onboarding strategy, consultation, and education </li><li> Create innovative sourcing strategies to ensure NEOM moves closer to realizing a ‘New Future’</li><li> Compile, analyze and capture recruitment and onboarding insights from data to support business decisions </li><li> Manage the talent acquisition for future NEOM talent – Graduate Programs and Internships </li></ul></p><p><b> BACKGROUND, SKILLS &amp; QUALIFICATIONS </b></p><b> Knowledge Skills and Experience </b><p><ul><li> Experience leading and motivating a diverse multicultural team </li><li> Extensive talent acquisition experience, and the implementation of talent acquisition strategies and processes </li><li> Knowledge of both Saudi and international recruitment practices </li><li> Demonstrated involvement partnering with business leaders </li><li> Experience preparing and analyzing a variety of recruiting data and reports and sharing them with business leaders </li></ul></p><b> Qualifications </b><p><ul><li> Bachelor Degree in HR, Business Administration, or a related field </li></ul></p><p><b> MAIN CONTACTS </b></p><b><p><b> Internal </b></p></b><p><b> External </b></p><b><ul><li> Executive Director, HR </li><li> Sector Heads/Executive Directors/Managers across NEOM </li><li> HR Leadership Team </li></ul></b><p><ul><li> Vendors </li><li> Prospective NEOM partners across the globe </li></ul></p>"
18,https://sa.jooble.org/away/7150640753722440966,Project Engineer - Project Manager,Schweitzer Engineering Laboratories,Eastern Province,"<p> The devices we make at SEL are embedded in the power grid. They prevent blackouts. They make outages safer and shorter in duration; they add cybersecurity, automation, and communication. They use cutting-edge technologies and operate at speeds that push other pieces of the grid to go faster. <br> Schweitzer Engineering Laboratories is seeking an enthusiastic, experienced Project Engineer - Project Manager who is professional, organized, and dedicated for joining our project engineering team. The candidate must be a Saudi National. This will be an excellent opportunity for someone who can understand and apply his knowledge &amp; experience in the full life-cycle project management, effectively track projects, work closely with customers, and implement solutions. If you are looking to work alongside technical experts in the power industry, then this position is for you!<br> As a Project Engineer III - Project Manager, a typical day might include the following: <br>•<br> Possesses, understands and applies knowledge and experience of power system in f ull life-cycle project management of multiple large multi-discipline projects from proposal conception to commissioning and close-out. Effectively track and stabilize projects, implement solutions for obstacles and anticipate customer needs. and related SEL products to complete complex assignments. <br>•<br> Lead in training and assisting customers with the creation, design configuration, validation, installation, commissioning and operation of automation or protection systems <br>•<br> Lead in assigning, completing and implementing work within agreed upon scope, schedule and budget to a high level of quality and safety <br>•<br> Assist in the identification, preparation and presentation of successful proposals for SEL equipment, services, and systems <br>•<br> Mentor and develop professional staff. May supervise as necessary <br> This job might be for you if: <br>•<br> Possess a B.S. in Electrical Engineering or relevant discipline <br>•<br> You have 8+ years of relevant application experience with electric power systems, industry practices, and full life-cycle project management <br>•<br> Have proven knowledge of electric power system design, studies, information and communication technology and protective relay applications <br>•<br> Willing to travel both domestically and internationally a minimum of 25%<br>•<br> Enjoy working cooperatively in a team environment <br> Location <br> Khobar Saudi Arabia <br> Why SEL?<br> Competitive pay. Superior benefits. Inspiring work. <br> We provide and take care of our employees with outstanding benefits, competitive pay, challenging work, and a rewarding career. <br>•<br> Top tier medical, prescription, dental, vision, life, and disability insurance. <br>•<br> Varied leave plans like annual leaves, sick leaves, parental leaves etc. to maintain a healthy life balance <br>•<br> Yearly flight tickets to home country for expat employees and their family members based on their eligibility <br>•<br> Developmental programs like tuition assistance, internships, skill development courses and engineering development programs (EDP). <br>•<br> Wellbeing benefits like free and confidential Employee Assistance Program (EAP) and reimbursable yearly gym membership <br>•<br> International Travel Medical and Security Assistance to assist our traveling employees and accompanying family members worldwide <br>•<br> Additional compensation for working on customer sites in the field based on eligibility <br> Pay Range Data <br> We base our starting pay offer on location and job-related factors such as candidate experience, training, knowledge, and skills <br> Communication with Applicants <br> We communicate with all applicants. If you do not receive a response about your application, please check your SPAM filter or reach out to us at careers@selinc.com . <br> SEL is an Equal Opportunity Employer: Vets/Disabled. <br> <br> </p><h3> Company Industry </h3><ul><li> Consumer Electronics </li></ul><h3> Department / Functional Area </h3><ul><li> Projects </li></ul><h3> Keywords </h3><p> Disclaimer: Naukrigulf.com is only a platform to bring jobseekers &amp; employers together. Applicants are advised to research the bonafides of the prospective employer independently. We do NOT endorse any requests for money payments and strictly advice against sharing personal or bank related information. We also recommend you visit Security Advice for more information. If you suspect any fraud or malpractice, email us at abuse@naukrigulf.com </p><ul><li> Jobs in Dammam And Khobar And Eastern Province </li></ul>"
19,https://sa.jooble.org/away/7571611605161143170,Knowledge Analyst - Oil & Gas,"McKinsey & Company, Inc.",Riyadh,"<p><p><b> Who You&#39;ll Work With  </b> </p><p><p> You will be based in our Riyadh office as part of our Saudi Client Capabilities Hub. </p><p> You will work closely with our Global Energy and Materials practice who advises top management in the energy sector locally and globally. As part of our hub, you will serve our clients across the Middle East and Easter Europe, Middle East and Africa region. </p><p> Our hub is part of our global Client Capabilities Network which comprises of 3000+ client serving professionals with deep specialization across industries and functions. Colleagues in our global  Client Capabilities Network  deliver distinctive client impact through assets and expertise and are driven by a culture of innovation. </p><p><b> What You&#39;ll Do </b></p><p><p> You will deliver content expertise across topics such as maintenance, reliability and operations functions for our oil and gas, and chemicals clients. </p><p> In this role, you will help clients build capabilities in delivery and execution, both during an active project and continuing after we’ve shared our recommendations. You will work in teams to build the capabilities, systems and processes needed to deliver results and then ensure those results are sustained. To do this, you will bring and maintain or develop genuine expertise in the oil and gas sector across multiple clients you will serve. </p><p> You will have responsibilities across all phases of our client development work, from initial business development and delivery to maintaining great relationships with clients during projects and beyond. You will collaborate closely with clients and drive analyses to provide unique insights. You will also support the development and maintenance of proprietary knowledge capabilities in conjunction with other experts in local and global practices. </p>  <p><b> Qualifications </b></p><p><ul><li> Master’s degree in mechnical or electrical engineering; university degree with a quantitative background in econometrics, optimization, engineering, physics or equivalent </li><li>2+ years of experience in energy transition, decarbonization, renewables (solar, wind, hydrogen, hydro, geothermal), asset decarbonization, decarbonization policy, sustainable financing, carbon offsets, carbon audit and/or carbon modelling </li><li> Interest and experience in the energy sector (e.g., through degrees, internships or work experience)</li><li> Experience deploying multi-billion-dollar capital projects is a plus </li><li> Experience working with numbers/quantitative models </li><li> Strong problem-solving skills and conceptual abilities with an analytical mindset </li><li> Excellent business acumen and understanding of the main business, economic and financial concepts and terminology </li><li> Strong multitasking abilities; service-oriented personality </li><li> Ability to work collaboratively in a team environment; ability to work effectively with people at all levels in an organization </li><li> Skills to communicate complex ideas effectively </li><li> Fluency in English; fluency in Arabic preferred </li></ul>"
20,https://sa.jooble.org/away/-1499052523597070925,Associate OMS Application Engineer,"Aspen Technology, Inc.",Medina,"<p><p> Open Systems International, Inc. (OSI), An AspenTech Business, is a fast-paced, growing, high technology company, headquartered in Medina, Minnesota. As a world leader in the Operations Technology (OT) field, OSI develops and supplies state-of-the-art energy management, optimization and control software solutions to energy utility companies worldwide. </p> The Role  OSI is looking for talented, energetic, and outgoing engineers to work in a rapidly growing field where you will have the opportunity to deliver state of the art systems to some of the most exciting electric utilities around the world. As an Outage Management System (OMS) Application Engineer, you will be involved in designing, building, configuring, testing, and delivering our Advanced Distribution Management System (ADMS) all while working closely with other driven engineers within OSI and with our customers. Specifically, you will be working on OSI&#39;s Outage Management System (OMS that spans the electric utility&#39;s operational and information technology domains; you will be building systems that improve the efficiency of the utility&#39;s grid operations and capture information and data in support of their business functions. These systems will expand the utility&#39;s Smart Grid capabilities by providing detailed insight into the operations of the electrical grid, from the generation of power to the delivery at the customer meter. You will have the opportunity to shape the future of the electrical grid, which will reduce environmental impacts through the conservation of crucial resources. You will be reporting to an ADMS Delivery Lead or Manager.  Your Impact <ul><li> Develop and execute system build plans accounting for software architecture, information security, and hardware deployment. </li><li> Work closely with customers to understand their operational needs, provide system training, and configuration to meet their needs. </li><li> Support design and process workshops with the customer. </li><li> Implementation of control systems at electric utilities that improve their efficiency to operate the modern grid while ensuring contract requirements and specifications are met. </li><li> Perform system and acceptance testing with the end customers. </li><li> Develop scripts and other middleware solutions to integrate 3rd party systems. </li><li> Work closely with product development and product management teams to enhance OSI&#39;s products into the future. </li><li> Troubleshoot complex problems and collaborate with technical experts in various domains. </li><li> Travel to customer sites and work directly with customers to successfully deliver, test, and integrate systems. </li></ul> What You&#39;ll Need <ul><li> Bachelor&#39;s Degree in Electrical Engineering, Computer Engineering, Systems Engineering or Computer Science, or equivalent. </li><li> Internship experience and experience using Linux and Windows operating systems. </li><li> Ability to develop shell and Python scripts. </li><li> Familiarity with the concepts of REST based web services. </li><li> Strong work ethic and willingness to learn and investigate new technologies and problems. </li><li> Technical understanding of networking and security, operating systems, virtual environments, and systems integration. </li><li> Strong systems background with the ability to troubleshoot across complex systems. </li><li> Understand concepts of big data technologies and relational databases. </li><li> Willingness to travel. (25% average)</li><li> Experience in a similar Application Engineering role. </li><li> Industry experience with Advanced Distribution (ADMS), Outage (OMS), or Switch Order (SOM) Management Systems. </li><li> Experience supporting critical operation or information technology systems. </li></ul>"
21,https://sa.jooble.org/away/3341860693498680590,Electrical Design Engineer (Building Design),Ghafari As,Riyadh,"<h3> Electrical Design Engineer (Building Design) Riyadh , Saudi Arabia Apply Now </h3><p><b> A person MUST be a Saudi national, and be able to read/write/speak English. </b></p><p> Ghafari Associates is looking for ELECTRICAL DESIGN ENGINEER to join our <b> Riyadh, Saudi Arabia </b> office. </p><p> The Electrical Design Engineer, will apply electrical analysis, design and drafting skills to develop engineering design documents for lighting, power, and associated controls. He/she will provide computer-aided design (CAD) technical production support in the discipline of electrical engineering and related coordination for process and building systems. </p><p><b> Essential Job Functions: </b></p><p> Create engineering documents using computer aided design (CAD) technology utilizing Autodesk Revit and/or AutoCAD </p><p> Work closely with architects and engineers during design phase of project to understand project scope of work </p><p> Possess / demonstrate the engineering knowledge and understanding to design or analyze engineered equipment, (e.g. substation mechanical equipment and systems integration)</p><p> Knowledge of the NFPA, ANSI/IEEE and IES standards, as they apply to the electrical design </p><p> Able to adhere to project quality, budget, and schedule given the design approach and constraints </p><p> Possess engineering knowledge of the high &amp; low voltage systems (e.g. power and lighting systems)</p><p> Prepare feasibility studies and schematic design packages of lighting, power systems, etc. </p><p> Able to adhere to project quality, budget, and schedule given the design approach and constraints </p><p> Communicate and work with all other disciplines to produce coordinated construction documents </p><p> Conduct field measuring and checking at the construction site </p><p> With assistance, edit and draft project specifications </p><p> Review project submittals (shop drawings) for conformance with contract documents; specify action required for conformance </p><p> Respond to RFIs </p><p> Perform related duties as assigned </p><p><b> Qualifications </b></p><p> Bachelor’s degree in Electrical Engineering or related field </p><p>5+ years of related and progressively more responsible experience in electrical engineering field </p><p> Knowledge and application skills for design of facilities power and lighting systems </p><p> Revit experience a must!</p><p> Computer applications skills for production of design documentation, including Microsoft Office (emphasis on Excel and Word) and BIM 360</p><p> Engineering software for power and lighting (Dialux), short-circuit analysis (e.g. ETAP, SKM)</p><p> Must be able to read, write and speak English </p><p> Strong attention to detail </p><p><b> Overview </b></p><p> Since 1982, Ghafari Associates has taken a personal approach to highly technical projects in complex markets including: aviation, manufacturing, healthcare, retail, hospitality, K-12 and higher education. As a global team of engineers, architects, process designers, and consultants we blend insight with technological innovation helping clients elevate their efficiency, sustainability, and impact. </p><p> Continuously rated a Top Workplace to Work ( , Crain’s Cool Place to Work ( , and a Best and Brightest ( company to work for in the US, Ghafari has made a name for itself through our culture, employee benefits, and portfolio of projects ( . </p><p> Over a quarter of Ghafari employees have diverse identities that are championed by our growing approach to Diversity, Equity, and Inclusion. We provide flexible work environments allowing team members a schedule that benefits them, whether it is fully remote, hybrid or an in-office experience. </p><p> Through career mapping, Ghafari employees are encouraged to seek licensure, coached for knowledge growth, and provided opportunities for management and mentorship roles if interested. Our robust internship program recognizes undergraduate and graduate students from across the world, having an over 90% success rate of hiring our interns after graduation. </p><p> Join our team and work on forward-thinking projects all around the world. Ghafari’s global reach creates an environment where individuals can build professional relationships while building sustainable and cutting-edge facilities. Are you ready to take that leap? Apply now! (</p><p><em> Ghafari Associates, LLC is an Equal Opportunity / Affirmative Action employer and is committed to providing reasonable accommodations to individuals with disabilities in the employment application process. If you need an accommodation due to a disability in order to use our online system to apply for a position at Ghafari Associates, LLC, you may apply for positions in the following ways: </em></p><p><em> Connect to our job portal (</em></p><p><em> By fax at 313.436.8624; Attn: Human Resources </em></p><p><em> By mail at 17101 Michigan Avenue, Dearborn, MI 48126; Attn: Human Resources </em></p><p><em> By email at hr@ghafari.com </em></p><p><em> If there are any questions or additional accommodations that are required, please contact 313.441.3000 for assistance. </em></p><p><em> It is Ghafari Associates, LLC’s policy not to discriminate in its employment and personnel practices because of a person’s race, color, creed, religion, sex, national origin, age, weight, height, marital, pregnancy or parental status, sexual orientation, gender identity, genetic information (including family medical history), political affiliation, military service, status as a qualified individual with a disability or a protected veteran, or any other classification protected by federal, state or local law or ordinance. </em></p>"
22,https://sa.jooble.org/away/4596828329127431700,Associate DMS Application Engineer,"Aspen Technology, Inc.",Medina,"<p><p> Open Systems International, Inc. (OSI), An AspenTech Business, is a fast-paced, growing, high technology company, headquartered in Medina, Minnesota. As a world leader in the Operations Technology (OT) field, OSI develops and supplies state-of-the-art energy management, optimization and control software solutions to energy utility companies worldwide. </p> The Role  OSI&#39;s Advanced Distribution Management System (ADMS) is a high growth area in our business that unlocks an electric distribution utility&#39;s ability to monitor, manage, control, and optimize the grid. As an Associate Distribution Management System (DMS) Application Engineer you will be involved in all aspects of the successful delivery of systems to our customers. You will be engaged with our customers supporting efforts to design, build, configure, troubleshoot, and test the deployment of our systems. This position gives you broad exposure to the entire ADMS and will focus on advanced applications such as Distribution Power Flow (DPF), Fault Location Isolation &amp; Service Restoration (FLISR), and Volt/VAR Control &amp; Optimization (VVC/VVO). In this role, you will be a point of contact with our customers throughout and after the project lifecycle. You will have the opportunity to work across functional teams including other ADMS Application Engineers, the Architecture &amp; Product Solution teams, and our Software Development organization. You will be reporting to an ADMS Delivery Lead or Manager.  Your Impact <ul><li> Implementation of control systems at electric utilities that improve their efficiency to operate the modern grid while ensuring contract requirements and specifications are met. </li><li> Participate in design, planning, and execution of ADMS projects. </li><li> Support testing events with the customer. </li><li> Installation and configuration of advanced distribution management applications such as Distribution Power Flow (DPF), Fault Location Isolation &amp; Service Restoration. (FLISR), and Volt/VAR Control &amp; Optimization (VVC/VVO)</li><li> Work closely with OSI development teams to troubleshoot, prioritize, and test product changes. </li><li> Interface with the utility&#39;s Geographic Information System (GIS) teams to extract, translate, and load the electrical network model to the Distribution Management System. </li><li> Configure and integrate software components to meet contract requirement specifications and test with customers. </li><li> Train customers on how to operate the systems being delivered. </li><li> Provide technical support to troubleshoot and resolve issues observed on live systems. </li><li> Willingness to travel. (25% average)</li></ul> What You&#39;ll Need <ul><li> Bachelor&#39;s degree in Engineering or related field required. </li><li> Internship experience required. </li><li> Experience troubleshooting complex systems and software applications. </li><li> Strong communication skills, both verbally and written. </li><li> Proven ability to organize and prioritize work within tight timelines. </li><li> Preferred degree in Electrical Engineering, Computer Engineering, or Computer Science. </li><li> Master&#39;s degree in Power Systems Engineer or equivalent a plus. </li><li> Programming and scripting experience is preferred. (C/python)</li><li> Database and data structure knowledge and experience is preferred. (SQL, XML, Mongo, GIS)</li><li> Understanding of Electric Distribution Power Systems and modeling is preferred. (Load Flow Studies, Coordination Studies, Arc Flash Studies)</li><li> Operations or engineering experience at an electric utility is preferred. </li></ul>"
23,https://sa.jooble.org/away/464668310738516944,Associate ADMS Automation Engineer,"Aspen Technology, Inc.",Medina,"<p><p> Open Systems International, Inc. (OSI), An AspenTech Business, is a fast-paced, growing, high technology company, headquartered in Medina, Minnesota. As a world leader in the Operations Technology (OT) field, OSI develops and supplies state-of-the-art energy management, optimization and control software solutions to energy utility companies worldwide. </p> The Role  Open Systems International, Inc. (OSI) is looking for talented, motivated, and energetic automation engineers to support initiatives both with our Advanced Distribution Management System (ADMS) Utility customers and within OSI. In this position you will focus on supporting existing and new automation tools to provide consistency in testing and delivery of our product. You will be working closely with a team of driven engineers within OSI as well as directly with our customers to develop scripts, building harnesses leveraging testing frameworks, and collect testing outputs to automate repetitive tasks and improve delivery quality. You will be supporting ADMS delivery teams by provides automation services through their project&#39;s lifecycle. This role will report to the Manager ADMS DevOps &amp; Automation.  Your Impact <ul><li> Supporting automation initiatives using tools such as Locust, K6, Python, and other OSI developed frameworks. </li><li> Acting as a Subject Matter Expert and mentor for ADMS delivery teams &amp; 3rd parties for the deployment of automation tools. </li><li> Building standards, tools, and templates to support automation and the processes to deploy on project systems. </li><li> Educate, train, and support Utility technical experts with automation architecture, standards, and questions. </li><li> Support creation and deployment of automated testing tools that can be used internally and with our customers. </li><li> Collaborate with internal teams around unification of the delivery processes. (testing, delivery, custom tooling)</li><li> Work tightly with development teams to ensure consistent and thorough product testing. </li><li> Own and maintain historic and new internal ADMS scripts. </li></ul> What You&#39;ll Need <ul><li> Bachelor&#39;s degree in Computer Science or Engineering. </li><li> Internship experience. </li><li> Strong scripting proficiency. (Python, Ruby, Bash, Powershell)</li><li> Excellent communication skills, both verbal and written. </li><li> Ability to facilitate workshops with small groups of people. (10-15 people)</li><li> Willingness to travel. (10% average)</li><li> Advanced Computer Engineering degree preferred. </li><li> Application engineering experience. </li><li> Strong familiarity using Windows and Linux Server Oss. </li><li> A solid understanding of networking, firewalls, load balancers, TCP/IP, security standards. </li><li> Version control systems. (SVN, GitHub)</li><li> Understanding of Software Development Lifecycle. (SDLC)</li></ul>"
24,https://sa.jooble.org/away/1403579548828795259,GenO ERP Consultant (GenO-TFC),Oracle,Riyadh,"<p><strong> Preferred Qualifications </strong></p><p> Come and join us! Are you passionate about changing lives through technology? We’re not interested in what university you went to, or even what you studied. Instead, we want to get to know the real you—that way you’re free to use every part of what makes you outstanding to learn, grow, and succeed. In return, we’ll help you find your calling and kick-start an extraordinary career. Generation Oracle (GenO) is Oracle’s brand-new career development initiative, passionate about identifying and advancing early-in-career and return-ship talent through a tailored Sales, Solution Engineering and Consulting programme. GenO delivers learning, continuous development and clear, accessible career paths whilst offering the opportunity to influence and help steer our business into the future. </p><p> The Generation Oracle Program provides the opportunity to learn and grow your skills as a Consultant fast; rapidly building your knowledge and learning to help your customers improve their business performance in operations, profitability, management, structure, marketing and strategy all through cloud technology. </p><p> Join our diverse and international team and experience the true start of your career. Learn Oracle’s cloud solutions and come to understand the incredible impact you can have as a Consultant and appreciate the responsibility of knowing that you have a direct effect on your clients, their employees, and their customers. </p><p> Oracle’s Enterprise Resource Planning (ERP) practice is expanding, with a significant demand for finance and accounting technology using the latest Cloud and mobile trends. Our finance consultants work with a variety of clients – from some of the world’s largest organisations – providing ground-breaking solutions. </p><p> We are looking for 0-2 years working experience who can think outside the box and are encouraged to bring creativity and passion to the team, working in a professional and competent manner. Training will be provided on industry leading products alongside on the job mentoring and feedback to allow your skills to thrive. </p><p> This is an excellent opportunity to join a company that values diversity, allowing you to work with rapidly evolving technologies, where you will be constantly encouraged to step outside of your comfort zone and strive to become your best. You will have the opportunity to work with many of the world's leading organisations that use Oracle technology, and be part of a hard-working, business-focused team working onsite with a variety of client organisations. work and on new projects or assignments. </p><p><strong> What you’ll bring </strong></p><p> BA/BS degree in Finance and Accounting. </p><p> Knowledge of ERP processes and the business problems faced by Finance, Procurement and Supply Chain Management practitioners. </p><p> Strong organisation and leaderships skills. </p><p> Good inter-personal and communication skills. </p><p> Passion and aim to learn and share their knowledge with the team. </p><p> Willingness to travel </p><p> Your own country language excellent English </p><p> Strong ability to solve problems and process data </p><p> Thrive on innovation and ability to think creatively. </p><p> Range: You are curious and have varied interests. </p><p> Drive: You have a “roll-up-the-sleeves” and “get the job done” demeanor. </p><p> Effectiveness: You’re able to multi-task, prioritize and manage your time when you work independently or in groups. </p><p><strong> What we’ll give you </strong></p><p> Significant investment in your professional development via training, mentoring and a social network of resources and leaders with a vision inside Oracle. </p><p> The opportunity to engage with a variety of customers in multiple areas. </p><p> Fun and flexible work for the ideal work-life balance. </p><p> An inspiring, inclusive, and multicultural community that values fresh perspectives. </p><p> Competitive pay and excellent benefits that will help you do your best work. </p><p><strong> Relevant Modules in your Degree </strong></p><p> Finance and Accounting </p><p> Management </p><p> Information systems </p><p> Relevant internship or work experience in accounting, finance reporting and data processing </p><p> The applicant’s degree should be one which is accredited by any of the five major accounting bodies: <b><em> ACCA </em> </b> <b><em> , </em> </b> <b><em> CIMA </em> </b> <b><em> , </em> </b> <b><em> CIPFA </em> </b> <b><em> , </em> </b> <b><em> ICAEW </em> </b> <b><em> and </em> </b> <b><em> ICAS </em></b> . Modules studied should earn exemptions from the institutes’ professional examinations. Applications will be encouraged to complete studies to gain professional accreditation with an accounting body. </p><p><b> Responsibilities displayed in the job posting </b></p><p> Contribute as a team member on customer projects. </p><p> Assist customers by implementing Enterprise Resource Planning as part of Oracle’s cloud strategy. </p><p> Act as a functional consultant specialising in the delivery of ERP Cloud &amp; Mobile Applications. </p><p> Analysis, design, recommendation, and implementation of business performance improvements. </p><p> Configure, test, and deploy responsive web and mobile based ERP applications. </p><p> Assist in validating the solution as part of client adoption. </p><p> Work collaboratively within a team both on and off customer sites. </p><p> Proactively engage with team and clients recommending Oracle standard solutions. </p><p> Share your knowledge and experience within the team and your extended network. </p><p><b> Detailed Description and Job Requirements </b></p><p> Entry-level consulting position for those who are new to professional services and are developing their expertise. Receives detailed instruction on routine work and on new projects or assignments. </p><p> As a member of a project team, follows standard practices and procedures to analyze situations/data and provide quality work products to deliver functional and technical solutions on applications and technology installations. Work involves some problem solving with assistance and guidance in understanding and applying relevant Oracle methodologies and practices with limited autonomy. Implements Oracle products and technology in various industries to meet customer specifications. </p><p>0 to 2 years of experience relevant to a functional or technical role. Undergraduate degree or equivalent experience preferred. Product or technical expertise relevant to practice focus. Demonstrates basic competence in one product or technology area. Ability to communicate effectively and build rapport with team members and clients. Ability to travel as needed. </p><p><b> As part of Oracle&#39;s employment process candidates will be required to successfully complete a pre-employment screening process. This will involve identity and employment verification, professional references, education verification and professional qualifications and memberships (if applicable). </b></p>"
25,https://sa.jooble.org/away/8785237497811527231,"Systems Engineer, Cloud Services",Specialized Technical Services – STS,Riyadh,"<p> The hiring team may use this number to contact you about this job. </p><p> <b>* </b> <b> Do you carry a Jordanian Passport with a National ID Number?</b> yes no </p><p> <b>* </b> <b> Do you have any relatives currently working at STS (if yes please mention the name and relation)? </b> </p><p> <b>* </b> <b> This position requires 24/7 support, so employees need to be available 24 hours a day, 7 days a week working in shifts of 8.5 hours a day, 5 days a week .Are you willing to work on a shifts basis?</b> yes no </p><p> <b>* </b> <b> This position may require travel, how much time are you willing to travel if the position requires it? </b> </p><p> <b>* </b> <b> Are you willing to commit to a one-year paid internship program for 300 JOD per month?</b> yes no </p><p> <b>* </b> <b> Please upload your ID </b> Upload a file or drag and drop here </p><p> <b>* </b> <b> Please upload your university transcripts </b> Upload a file or drag and drop here </p>"
26,https://sa.jooble.org/away/-6215270385874621727,Client and Brand Engagement Coordinator,ENTERTAINER FZ LLC,Riyadh,"<p><p><u><b> Us </b></u></p><p> The ENTERTAINER is a leading digital company whose main goal is to add value to consumers by bringing them the best incentive offers globally. We are a data-driven, 100% digital, tech company. Providing first-rate offers across renowned dining, leisure, entertainment and hotel brands worldwide, the ENTERTAINER has grown with the aim of creating unbeatable value and loyalty everywhere we go. We believe that “experience is everything”, resulting in our passion for creating unforgettable experiences for both our customers, partners and employees. </p><p> We are looking for an enthusiastic <em> Client and Brand Engagement Coordinator </em> to join our team at The ENTERTAINER Business, a leading company in the loyalty and rewards industry. The successful candidate will support the implementation of activations, redemptions, and overall user engagement for our B2B clients&#39; programs, as well as assist in our brand engagement efforts. This role is ideal for someone who is eager to learn and develop their skills in campaign management and client success. </p><p><u><b> Responsibilities: </b></u></p><p><u><b> B2B Client Solution Support: </b></u></p><p> Assist in collaborating with B2B clients of The ENTERTAINER Business to understand their needs, objectives, and target audience, in order to support the design and implementation of customized engagement campaigns that drive user engagement with their loyalty and rewards programs. </p><p> Help create promotional campaign calendars for clients&#39; programs, focusing on activations, redemptions, and overall user engagement. </p><p> Support the establishment of relationships with key client stakeholders to ensure effective collaboration and alignment with their marketing strategies. </p><p> Contribute to measuring progress on KPIs, monitoring project plans against timelines, and analyzing campaign effectiveness, providing regular reports and insights to clients. </p><p><u><b> Brand Engagement Support: </b></u></p><p> Assist in brand engagement efforts for The ENTERTAINER Business, including supporting brand equity campaigns, PR, and online presence on platforms like LinkedIn, to increase our visibility and reputation in the loyalty and rewards industry. </p><p> Help coordinate trade events, conferences, and other industry initiatives to promote our brand and showcase our expertise. </p><p> Collaborate with internal teams to support the development and execution of marketing strategies that elevate The ENTERTAINER Business&#39;s brand presence and equity in the market. </p><p> Monitor and measure the impact of brand engagement efforts on The ENTERTAINER Business&#39;s brand presence and equity, adjusting strategies as needed to optimize results. </p><p><b><u> B2B Client Solution Support </u> : </b></p><p> Assist in improving client satisfaction and retention rates for The ENTERTAINER Business.  Support increased activation and redemption rates for clients&#39; loyalty and rewards programs.  Contribute to user engagement metrics for clients&#39; programs, including new user acquisition and returning user rates. </p><p><u><b> Brand Engagement Support: </b></u></p><p> Assist in increasing The ENTERTAINER Business&#39;s brand presence in the market, as measured by visibility on platforms, mentions in industry publications, and attendance at trade events. </p><p> Support growth in The ENTERTAINER Business&#39;s brand equity, as measured by industry recognition, client referrals, and positive sentiment among stakeholders. </p><p><u><b> Requirements: </b></u></p><ul><li> Must be a Saudi National. </li><li> A bachelor&#39;s degree in marketing, business, or a related field. </li><li> Previous experience or internships in marketing, client engagement, or customer success is a plus. </li><li> Basic understanding of marketing and client engagement strategies. </li><li> Strong communication and interpersonal skills. </li><li> Eagerness to learn and grow in the role. </li><li> Proficiency in relevant software and tools for campaign management and analysis is a plus. </li><li> Ability to work in a fast-paced, dynamic environment and manage multiple projects simultaneously. </li></ul>"
